image,num_lines,trend_1,trend_2,trend_3,trend_4,trend_5,trend_overall
1805.06156v1-Figure18-1.png,5,ylabel decreases first before increasing slightly with severe noise. It then decreases at a decreasing rate with noise until flattening. The flat part is mostly smooth. It does however form a small concave down arch near the end.,ylabel decreases sharply in varying rates then becomes flat. ,ylabel decreases sharply in varying rates then becomes flat.,ylabel decreases mostly at an increasing rate then becomes flat.,ylabel decreases mostly at an increasing rate then becomes flat.,"Between roughly xlabel values _value_ and _value_, all lines share similar ylabel values. Lines 2 through 5 express the same ylabel values between roughly xlabel values _value_ and _value_. Lines 3, 4, and 5 express similar ylabel values between roughly xlabel values _value_ and _value_. Line 1 expresses the most atypical trend and lines 3 and 4 express the most similar trends."
1906.05020v1-Figure10-1.png,1,Line forms a low concave down shape and then increases at an increasing rate,,,,,The final segment of the line on the xlabel increases at the greater rate. 
1905.05388v1-Figure7-1.png,4,Line increases at a constant rate,Line increases at a constant rate,Line increases at a roughly constant rate,Line increases at a constant rate,,"All lines start at the same point and increase on the ylabel as the xlabel increases. Line 1 increase at the greatest rate, then line 2, line 3 and line 4. "
1908.01602v2-Figure1-1.png,1,ylabel has a net decrease as xlabel increases. The line is noisy with most of its noise at xlabel values greater than _value_. The line has a notable concave down arch between xlabel _value_ and _value_. It also has a notable sharp decrease near xlabel _value_ and a notable spike near xlabel _value_.,,,,,Line 1 decreases on the ylabel as the xlabel increases with significant troughs at _value_ on the xlabel and peaks at _value_ and _value_. 
1907.02177v3-Figure4-1.png,4,Line consists of two roughly linear decreasing segments. The large first segment is slightly steeper than the second. ,Line decreases at a roughly constant rate,Line decreases at an increasing rate,Line decreases at an increasing rate,,"Lines 3 and 4 are similar and overlap in many points. Lines 3 and 4 decreases at the slowest rate, then line 1. Line 2 decreases at the fastest rate. Point on the lines get closer together as the xlabel increases. "
1702.04047v3-Figure12-1.png,3,Line trends overall increasing at a constant rate while repeating a step up pattern of increases then horizontal from mid ylabel value to top ylabel value ,Line trends overall increasing at a constant rate while repeating a step up pattern of increases then horizontal from above bottom ylabel value to top ylabel value ,Line trends overall increasing at a constant rate while repeating a step up pattern of increases then horizontal from bottom ylabel value to top ylabel value ,,,"Line 2 trend just below line 3, until mid xlabel value where line 1 begins trending in between line 3 and 2. they all follow the same pattern roughly "
1702.00425v1-Figure9-1.png,3,"Line roughly decreases at a decreasing rate, then increases at an increasing rate. ","Line trends roughly decreasing at a constant, then very brief decreasing rate, then increases at a brief increasing then decreasing rate. ","Line trends roughly horizontal, then decreases at a constant rate, then trends increasing at a very gradual roughly constant rate. ",,,"Line 1 begins above line 3 and below line 2. At very early xlabel value the line 3 is above line 1 and 2, but just barely, they all trend right together until about mid xlabel value, then line 3 stays at low ylabel value and line stays below line 2 but ends above mid ylabel value. "
1606.03851v1-Figure4-1.png,3,"Line trends vertically then increases concave up, then increases very briefly concave down then increases concave up then plateaus horizontal. ",Line is vertical then increases concave up then is horizontal ,Line horizontal then is vertical then horizontal ,,,"Line 1 begins on xlabel value just before line 2 both at bottom ylabel value, they overlap concave up then line 1 increases to top ylabel value and line 2 is horizontal mid ylabel value. Line 3 begins at bottom ylabel value then increases to meet line 2 horizontal and overlap. "
1612.05859v1-Figure5-1.png,1,Line trends increasing at an increasing rate. From bottom ylabel value to top value. ,,,,,Line 1 trends increasing at an increasing rate. From bottom ylabel value to top ylabel value
1606.02560v2-Figure5-1.png,3,"Line trends overall horizontal, spiking in a roughly periodical pattern, increasing and decreasing at various constant rates with global minimum approximately at mid ylabel value and global maximum approximately at top ylabel value.","Line trends overall horizontal, in a roughly periodical pattern arching concave down, then horizontal then arching concave down again then spiking, then increasing almost vertical at mid xlabel value, then is roughly horizontal then decreases almost vertical,then is roughly horizontal again then spikes up. with a global maximum being horizontal at approximately mid ylabel value and global minimum in between mid and bottom ylabel value.","Line trends overall roughly horizontal, with periodical like increases and decreases at varying (mostly constant) rates, with its global maximum in between mid and bottom ylabel value and its global minimum at bottom ylabel value. ",,,"Line 1 stays above line 2, line 2 stays above line 3. Lines 1 and 2 reach global minimum and maximum at roughly mid xlabel value. "
1611.05190v1-Figure2-1.png,4,"Line trends very gradually increasing from bottom ylabel value at a constant rate, then at approximately mid xlabel value sharply becomes steeper, almost vertical, still increasing to near top ylabel value.","Line trends from bottom ylabel value, barely increasing above it at a roughly increasing rate, ending in between first and mid xlabel value.","Line trends roughly increasing at an increasing rate from bottom ylabel value to top ylabel value, and increases more rapidly still at an increasing rate after mid xlabel value,","Line is roughly horizontal at bottom ylabel value, then after mid xlabel value, it increases at an increasing rate to low ylabel value.",,"All lines begin trending together. Line 2 increases first and ends at very low ylabel value and very early xlabel value. Line 1 increases next above line 3 at mid xlabel value, below top ylabel value. Line 3 then increases above line 4 to top ylabel value, ending after mid xlabel value. Then line 4 ends at end xlabel value at low ylabel value above line 2"
1603.09027v1-Figure6-1.png,1,"Line increases from bottom ylabel value at a constant (almost vertical )rate, then it increases at a decreasing rate, and transitions into increasing at a very gradual constant (almost horizontal) rate a top ylabel value. ",,,,,"Line 1 increases from bottom ylabel value at a constant (almost vertical )rate, then it increases at a decreasing rate, and transitions into increasing at a very gradual constant (almost horizontal) rate a top ylabel value."
1607.05699v1-Figure5-1.png,2,"Line increases at a constant rate until mid xlabel value then it increases at a decreasing rate, briefly, then plateaus horizontal. Above mid ylabel value. ",Line increases at a constant rate. ,,,,"Line 2 begins at mid ylabel value above line 1 then stays above line 1, briefly overlapping it at mid ylabel value then ends still above it."
1609.03629v1-FigureB.5-1.png,1,Line is roughly periodical line arching up and down while overall decreasing at a decreasing rate from top to bottom ylabel value. ,,,,,Line 1 alternates arching down and up and down with ylabel distance between arches decreasing as ylabel increases.
1611.08267v3-Figure1-1.png,3,Line is roughly to arches concave down. The first arch peaks in between bottom and mid ylabel value and covers two xlabel values. The second arch peaks at top ylabel value and covers three xlabel values.,"Line is roughly two arches concave down, the first one peaks just below top ylabel value, for four xlabel values, the second peaks just above bottom ylabel value for one xlabel value. ",Line is roughly to arches concave down. The first arch covers _value_ xlabel value and peaks just above bottom ylabel value. The second arch is four xlabel values and peaks at mid ylabel value. ,,,All lines trend with two concave down arches that begin and end at bottom ylabel value. 
1707.08015v1-Figure3-1.png,3,ylabel first slopes down before decreasing at an increasing rate. Line expresses a steeper decrease as xlabel increases above roughly _value_.,ylabel first slopes down sharply before decreasing at a decreasing rate as xlabel increases. Line expresses some minor fluctuations as xlabel increases above roughly _value_.,ylabel first slopes down before decreasing at a slightly increasing rate as xlabel increases.,,,"All lines start at the same ylabel value. As xlabel moves between _value_ and _value_, line 1 expresses as the upper bound and line 2 expresses as the lower bound. Lines 1 and 3 express similar trends with line 1 expressing a much steeper decreasing trend as xlabel increases above roughly _value_. The increasing rate of decrease in line 3 is subtle."
1708.04748v1-Figure11-1.png,2,ylabel decreases at a decreasing rate as xlabel increases,ylabel decreases at a decreasing rate as xlabel increases,,,,"Both lines start at roughly the same starting ylabel values. As xlabel increases above _value_, line 1 expresses as the upper bound."
1712.00716v3-Figure2-1.png,3,"Between xlabel values _value_ and roughly _value_, ylabel expresses as a flat line with ylabel _value_. As xlabel moves between roughly xlabel _value_ and _value_, ylabel increases sharply at roughly a constant rate. As xlabel increases above roughly _value_, ylabel increases at a decreasing rate and flattens to _value_.","Between xlabel values _value_ and roughly _value_, ylabel expresses as a flat line with ylabel _value_. As xlabel moves between roughly xlabel _value_ and _value_, ylabel increases sharply at roughly a constant rate. As xlabel increases above roughly _value_, ylabel increases at a decreasing rate and flattens to _value_.","Between xlabel values _value_ and roughly _value_, ylabel expresses as a flat line with ylabel _value_. As xlabel increases above roughly _value_, ylabel increases at a decreasing rate before flattening to _value_. Line expresses some minor to moderate fluctuations as xlabel increases above roughly _value_.",,,"All lines share the same ylabel values between xlabel values _value_ and _value_ as well as between roughly xlabel values _value_ and _value_. Lines 1 and 2 share similar trends with line 1 expressing a steeper increase between roughly xlabel values _value_ and _value_. Between roughly xlabel values _value_ and _value_, line 3 expresses as the lower bound. Lines 1 and 2 share similar ylabel values between roughly xlabel values _value_ through _value_ and the same ylabel values as xlabel equals and increases above roughly _value_."
1711.01813v1-Figure6-1.png,3,ylabel decreases at a roughly constant rate as xlabel increases. Line expresses a slight upward deviation between roughly xlabel values _value_ and _value_ before resuming the original trend.,ylabel decreases at a constant rate as xlabel increases.,"Initially, ylabel decreases at a roughly constant rate before decreasing at an increasing rate as xlabel increases above roughly _value_.",,,"Lines 1 and 2 express the same starting and ending ylabel values. Between roughly xlabel values _value_ and _value_, line 1 expresses as the upper bound. Between xlabel values _value_ and roughly _value_, line 3 expresses as the lower bound. Between xlabel values _value_ and _value_, line 3 crosses through line 2 twice, ending below line 2 as xlabel increases above roughly _value_. "
1905.13125v1-Figure3-1.png,4,Line increases at a decreasing rate and then is roughly constant on the ylabel around _value_,Line increases at a variable rate forming a zigzag pattern,Line increases at a roughly constant rate,Line increases at a roughly constant rate,,"Line 1 starts and ends at a higher point on the ylabel. Line 4 starts lowest and crosses all other lines except Line 1, increasing at the greatest rate. Line 2 and 3 intersect at several points "
1908.06785v1-Figure2-1.png,3,"Line increases at a roughly constant rate and then decreases at a roughly constant rate forming a concave down shape, the line is noisy with a maximum of _value_ on the ylabel","Line increases at a roughly constant rate and then decreases at a roughly constant rate forming a concave down shape, the line is noisy with a maximum of _value_ on the ylabel","Line increases at a roughly constant rate before flattening and then decreases at a roughly constant rate forming a concave down shape, the line is noisy with a maximum of _value_ on the ylabel",,,"All lines start at the same point and then diverge, ending at the same point. Lines 1 and 2 shapes are almost mirror images of each other. Line 1, 2 and 3 cross at the same point at _value_ on the xlabel"
1907.12865v1-Figure4-1.png,2,"Line consists of three increasing segments, the middle section increasing at the greatest rate and for the longest.",Line increases initially at a decreasing rate and then increases at a constant rate. ,,,,"Line 1 increases at the greater rate and by the most, the plot points are closer together earlier on the xlabel. "
1906.00951v1-Figure2-1.png,5,Line decreases initially forming a concave up shape and then increases to form a concave down shape,Line forms a concave up shape and then decreases at a roughly constant rate,Line forms a concave up shape and then decreases at a roughly constant rate,Line increases at a variable rate before decreasing at the end of the xlabel,Line increases at a roughly constant rate,"Lines 2 and 3 are similar shaped and start and end at the same point in the middle section of the graph, crossing each other twice. Line 5 increases the most but Line 2 increases at the greater rate during its increasing segment. Line 1 decreases at the greater rate. "
1611.08647v1-Figure6-1.png,2,Line trends overall roughly horizontal but with noise. The line has two notable spikes at xlabel _value_ and _value_.,Line trends overall roughly horizontal but with irregular spikes.,,,,"Line 1 trends near bottom ylabel value, with a global maximum at last two spikes at mid ylabel value. Line 2 trends near top ylabel value. "
1703.02314v1-Figure4-1.png,3,"Line trends decreasing at a constant rate, then it has a brief rapid decrease, then returns to decreasing at its original constant rate. ","Line trends increasing at a constant rate overall, being horizontal to start then it increases with two steps up changing to horizontal very briefly twice then is constant increasing then another two steps up this time staying horizontal then increasing at an increasing then decreasing rate, very rapidly. ","Line starts briefly horizontal then sharply begins increasing at a decreasing rate, then decreases at an increasing rate, then decreases at a constant rate.",,,"Line 1 begins at top ylabel value and ends at bottom ylabel. Line 2 begins at bottom ylabel value and ends at top ylabel value. Lines 1 and 2 cross in respective middles at mid xlabel value. Line 3 begins just above line 2 and ends just above line 1, and crosses lines 1 and 2 where they cross but at its respective middle. "
1703.00538v2-FigureA.1-1.png,1,Line decreases at a decreasing rate.,,,,,Line 1 trends from top ylabel value to bottom ylabel value and has slight noise in the middle. 
1604.08340v1-Figure7-1.png,4,"Line trends horizontal, then roughly increases at an increasing rate very gradually, in segments.",Line trends horizontal then roughly in segments increases at an increasing rate ,Line trends horizontal then roughly in segments increases at an increasing rate ,Line trends roughly overall increasing at an increasing rate in segments ,,"Line 1 , 2, 3, and 4 begins at bottom ylabel value ends just above bottom ylabel value, below line 2, line 2 and 3 trend overlapping, then line 3 increases and ends just above line 2 and well below line 4, which ends near top ylabel value. "
1103.0837v1-Figure6-1.png,4,ylabel expresses two downward sloping segments and then decreases at roughly a linear rate as xlabel increases,ylabel expresses as a flat line with a value of roughly _value_,"ylabel expresses two downward sloping segments, flattens briefly, and then decreases at a linear rate as xlabel increases",ylabel expresses as a flat line with a value of roughly _value_,,"Line 1 expresses as the upper bound. Between xlabel values _value_ and _value_, line 2 expresses as the lower bound. Line 2 and line 3 express the same ending ylabel values. Lines 1 and 3 express the same trends between roughly xlabel values _value_ and _value_."
1708.05311v3-Figure7-1.png,4,ylabel increases at a decreasing rate before flattening as xlabel increases.,ylabel increases at a decreasing rate before flattening as xlabel increases.,ylabel increases at a decreasing rate before flattening as xlabel increases.,ylabel increases at a decreasing rate before flattening as xlabel increases.,,Line 1 expresses as the upper bound and line 4 expresses as the lower bound. All lines share similar trends with line 1 expressing a steeper increase and lines 3 and 4 expressing a more similar overall trend.
1801.10556v2-Figure61-1.png,3,ylabel has two linearly increasing segments. The first part is steeper.,ylabel has two linearly increasing segments. The first part is steeper.,ylabel has two linearly increasing segments. The first part is steeper.,,,All lines share similar trends and roughly equal segment lengths. Line 3 expresses as the upper bound and line 1 expresses as the lower bound. Line 3 expresses the steepest initial segment increase. 
1605.09194v1-Figure7-1.png,4,"Line trends increasing roughly vertical from bottom ylabel value to above mid ylabel value, where is begins increasing at a decreasing, then a more constant rate to top ylabel value. ",Line increases at a slightly decreasing rate from bottom ylabel to top ylabel value. ,Line increases at a slightly decreasing rate from bottom ylabel to top ylabel value. ,Line increases at a slightly decreasing rate from bottom ylabel to top ylabel value. ,,"All lines begin at same bottom ylabel value. Line 2 trends below line 1 and just above lines 3 and 4 which roughly overlap with line 3 slightly above. Line 1 ends at earlier xlabel value then lines 2, 3, and 4, which end together after line 2 merges with line 3 and line 4 at upper ylabel value."
1511.08585v2-Figure6-1.png,2,Line trends horizontal ,Line trends decreasing at a decreasing rate. ,,,,Line 1 trends above line 2 near top ylabel value. Line 2 begins just below line 1 and ends near bottom ylabel value. 
1603.09164v1-Figure4-1.png,1,"Line ylabel increases at an increasing rate in a stair step up pattern alternating increasing steeply, then very gradually, with a noticeable almost vertical increase at xlabel value of _value_.",,,,,"Line 1 ylabel increases at an increasing rate in a stair step up pattern alternating increasing steeply, then very gradually, with a noticeable almost vertical increase at xlabel value of _value_."
1603.05358v1-Figure3-1.png,4,Line is horizontal then increases at a constant rate. ,Line increases at an increasing rate. ,Line is horizontal then increases at an increasing rate,Line is horizontal. ,,Line 4 trends at a low ylabel value staying below the other lines. Lines 1 and 2 begin roughly overlap below line 3. Line 2 briefly overlaps line 3 at mid xlabel value then increases ending above it. Line 1 increases much more rapidly and ends above line 2.
1608.05374v1-Figure2-1.png,3,"Line trends decreasing at a rapid constant rate, then it trends roughly increasing at an increasing then decreasing rate after mid xlabel value","Line trends decreasing at a rapid constant rate, then it trends roughly decreasing at a very gradual constant rate after mid xlabel value","Line trends decreasing at a rapid constant rate, then it trends roughly increasing at an increasing rate after mid xlabel value",,,"All lines begin together at top ylabel value, in between the first and middle xlabel value. Line 3 drops below line 1, which drops below line 2 at the mid xlabel value then line 3 stays below line 1 and they both increase and end above line 2"
1608.05794v2-Figure6-1.png,5,Line increases at a constant rate ,Line increases at a constant rate ,Line trends increases at a constant rate ,Line increases at a constant rate ,Line increases at a slightly increasing rate,"Line 1, 2, and 3 are roughly parallel. Line 1 is below line 3 and above line 2. Line 4 begins just above line 2 and ends just below it. Line 5 begins above line 3 and ends in between lines 1 and 2 "
1606.06215v2-Figure7-1.png,2,"Line is alternating between spiking down to roughly in between bottom and mid ylabel value and spiking up to in between top and mid ylabel value, then the spikes minimum and maximum gets closer to mid ylabel value at middle xlabel values then returns to spiking downward roughly in between bottom and mid ylabel value and spiking up to in between top and mid ylabel value and after mid xlabel values. ","Line is alternating between spiking down to roughly in between bottom and mid ylabel value and spiking up to in between top and mid ylabel value, then the spikes minimum and maximum gets closer to mid ylabel value at middle xlabel values then returns to spiking downward roughly in between bottom and mid ylabel value and spiking up to in between top and mid ylabel value and after mid xlabel values. ",,,,Lines 1 and 2 trend roughly overlapping.
1610.09603v1-Figure19-1.png,3,Line ylabel decreases slightly at a constant rate.,Line trends horizontal. ,"Line trends with ylabel decreasing at an increasing rate, then decreasing at a decreasing rate. ",,,Line 1 trends just above line 2 at near top ylabel value. Line 3 begins just below line 2 and ends near the bottom ylabel value. 
1610.05121v2-Figure17-1.png,4,"Line trends roughly horizontal then between mid and end xlabel values decreases at an increasing rate, then at a constant rate, almost vertically,) then is horizontal.","Line trends roughly horizontal then between mid and end xlabel values decreases at a constant rate (almost vertically), then decreases at a decreasing rate , then plateaus horizontal. ","Line trends roughly horizontal then at mid xlabel values decreases at an increasing rate very sharply (almost vertically), then is horizontal.","Line trends roughly horizontal then at mid xlabel values decreases at an increasing, then decreasing rate, plateauing horizontal.",,"Line 4 begins rough at mid ylabel value and ends just above bottom ylabel value. Line 3 begins and stays above line 4 almost overlapping it horizontally at the end. Line 2 begins, stays above and ends above line 3 and line 1 begins, stays above and ends above line 2."
1610.02291v2-Figure2-1.png,3,Line trends with ylabel roughly increasing very slightly at an increasing rate. Then it trends increasing at a decreasing rate. ,Line trends roughly with ylabel increasing at a constant rate then continues but changes to a steeper slope. ,Line trends ylabel increasing at an increasing rate. ,,,"Line 2 and line 3 begin trending together, then line 2 rises above line 3. Line 1 trends above line 2."
1611.02052v1-Figure3-1.png,2,"Line trends roughly in spiking upward then spiking downward then increases at roughly constant rate to the top ylabel value the sharply decreases the ylabel to the bottom ylabel value where it then trends roughly horizontal while spiking upward, then increases sharply back to top ylabel value and is roughly horizontal while spiking downward. ","Line trends roughly in spiking downward then spiking upward then decreases at roughly constant rate to the bottom ylabel value the sharply decreases the ylabel to the bottom ylabel value where it then trends roughly horizontal while spiking downward, then decreases sharply back to bottom ylabel value and is roughly horizontal while spiking upward. ",,,,Line 1 and line 2 roughly mirror each other across the middle ylabel value.
1612.02218v1-Figure11-1.png,2,"Line trends horizontal at the top ylabel value, then it decreases at a constant rate to the bottom ylabel value, where it is horizontal, then it increases at a constant rate back up to the top ylabel value, where it ends horizontal. ","Line trends horizontal at the top ylabel value, then it decreases at a constant rate to the bottom ylabel value, where it is horizontal, then it increases at a constant rate back up to the top ylabel value, where it ends horizontal. ",,,,"Line 1 and line 2 trend roughly overlapping, but line 2 is slightly below line 1 at the top ylabel value. At the bottom ylabel value line 2 is slightly above 1. line 2 has a noticeable very small downward spike before it decreases. "
1703.02185v1-Figure10-1.png,2,Line trends roughly increasing at a constant rate.,Line trends roughly increasing at a constant rate.,,,,"Line 2 trends from bottom ylabel value very gradually ending just above ylabel value. Line 1 begins at roughly the same ylabel value that line 2 ends at above line 2, then increases at a much steeper slope ending near top ylabel value. "
1702.04294v4-Figure2-1.png,3,"Line trends briefly increasing at a constant rate, then very gradually increasing at an increasing rate.",Line trends roughly increasing at a constant rate ,"Line trends roughly increasing at a decreasing rate, very slightly( almost at a constant rate ",,,Line 1 trends from in between bottom and mid ylabel values to mid ylabel value. Line 2 trends from mid ylabel value to just under top ylabel value and stays below line 3
1702.08007v1-Figure9-1.png,4,"Line is slightly noisy and trends roughly increasing at a decreasing rate, from mid to top ylabel value then becomes roughly horizontal with a noticeable small downward spike at mid xlabel value, then in between mid and last xlabel value decreases sharply at a roughly constant rate to mid ylabel value, then increases at a constant rate to in between mid and top ylabel value, then is briefly horizontal with a very small noticeable downward spike then decreases sharply again to roughly mid ylabel value. ","Line is slightly noisy and trends roughly increasing at a decreasing rate, from mid to top ylabel value then becomes roughly horizontal at mid xlabel value spikes downward sharply to in between mid and bottom ylabel value, returning to near top ylabel value, then roughly spikes downward in between mid and last xlabel value to bottom ylabel value, returning to mid ylabel value then roughly decreases at a constant rate to in between mid and bottom ylabel value, where it very briefly increases before continuing to decrease at a roughly constant rate to bottom ylabel value. ","Line begins roughly horizontal at bottom ylabel value, then begins increasing at an increasing rate at mid xlabel value, that turns into a constant, then briefly decreasing rate, then just before last xlabel value make very small sharp decrease, then increases at a constant rate.","Line is slightly noisy and trends roughly increasing at a decreasing rate, from mid to top ylabel value then becomes roughly horizontal at mid xlabel value spikes downward sharply to in between mid and bottom ylabel value, returning to near top ylabel value, then roughly spikes downward in between mid and last xlabel value to bottom ylabel value, returning to mid ylabel value then roughly decreases at a constant rate to in between mid and bottom ylabel value, where it very briefly increases before continuing to decrease at a roughly constant rate to bottom ylabel value. ",,"Lines 1, 2, and 4 begin trending roughly overlapping, then line 1 trends roughly a little above lines 2 and 4 after mid xlabel value. Line 3 begins increasing above the other lines after did xlabel value, ending above them at top ylabel value. "
1703.06714v1-Figure9-1.png,4,Line increases at an increasing rate ,Line increases at an increasing rate ,Line increases at an increasing rate ,Line increases at an increasing rate very slightly. ,,"Lines 2, 3, and 4 begin at bottom ylabel value just below line 1. Lines 1 and 2 merge ending at top ylabel value just above line 3. Line 4 ends about mid ylabel value. "
1703.07418v3-Figure1-1.png,1,ylabel expresses as a flat line with a value of _value_ as xlabel increases.,,,,,"Line expresses as a flat, horizontal line as xlabel increases."
1712.04694v1-Figure12-1.png,4,ylabel increases at a decreasing rate in two segments. The first segment appears from xlabel values _value_ to _value_. The second segment appears from _value_ to _value_,ylabel increases at a decreasing rate in two segments. The first segment appears from xlabel values _value_ to _value_. The second segment appears from _value_ to _value_ ,ylabel increases at a decreasing rate in two segments. The first segment appears from xlabel values _value_ to _value_. The second segment appears from _value_ to _value_ ylabel increases at a decreasing rate in two segments. ,ylabel increases at a decreasing rate in two segments. The first segment appears from xlabel values _value_ to _value_. The second segment appears from _value_ to _value_,,"All lines share a similar trend of two segments that increase at a decreasing rate. Between xlabel values _value_ and _value_, all lines share the same ylabel values. Between xlabel values _value_ and _value_, lines 2, 3, and 4 share the same ylabel values. As xlabel increases above _value_, line 1 expresses as the upper bound. As xlabel increases above _value_, line 4 expresses as the lower bound."
1708.02279v1-Figure2-1.png,4,"ylabel increases at an increasing rate until roughly xlabel _value_. As xlabel increases above _value_, ylabel increases linearly.",ylabel increases at an increasing rate as xlabel increases,ylabel increases at a slightly increasing rate as xlabel increases,ylabel has two linearly increasing segments. The second segment increases more steeply.,,"Lines 1, 2, and 4 all share the same starting ylabel values. Lines 3 expresses as the lower bound. Lines 2 and 4 expresses similar ylabel values. Between xlabel values _value_ and _value_, line 4 expresses as the upper bound. As xlabel increases above roughly _value_, line 2 expresses as the upper bound."
1801.01796v2-Figure6-1.png,4,"ylabel initially slopes up before increasing at a linear rate until xlabel _value_. As xlabel increases above _value_, ylabel expresses as a flat line.",ylabel initially slopes up before increasing at a decreasing rate as xlabel increases.,"ylabel expresses as a vertical line, increases linearly, slopes up increases linearly, and then increases at a decreasing rate as xlabel increases.",ylabel initially expresses as a vertical line before increasing at a decreasing rate and flattening as xlabel increases.,,"All lines have the same ending ylabel value. Between xlabel values _value_ and roughly _value_, line 1 expresses as the upper bound. Lines 3 and 4 start at the same starting ylabel values. Between roughly xlabel values _value_ and _value_, line 3 expressed as the lower bound. As xlabel equals and increases above _value_, lines 2 and 3 share the same ylabel values."
1702.01218v1-Figure6-1.png,4,"Line trends horizontal then decreases at an increasing, then decreasing rate.","Line trends horizontal then decreases at an increasing, then decreasing rate.","Line trends horizontal then decreases at an increasing, then decreasing rate.","Line trends horizontal then decreases at an increasing, then decreasing rate.",,"All lines trend the same. Line 1 begins trending just above line 2. Line 2 begins above line 3. Line 4 trends staying below the other lines. Lines 1, 2, and 3 merge and end together."
1606.04830v1-Figure4-1.png,2,Line trends with ylabel increasing at a constant rate. ,Line trends with ylabel increasing at a constant rate. ,,,,Line 1 and line 2 begin at the same point and separate further from each other as they increase the xlabel. 
1611.03176v1-Figure5-1.png,3,Line trends horizontally.,Line trends horizontally. ,Line trends horizontally.,,,Line 1 trends at the ylabel value of _value_. Line 2 trends at ylabel _value_. Line 3 trends just below _value_ on the ylabel value.
1609.00621v2-Figure2-1.png,4,Line trends roughly increasing at a very slightly increasing rate from low ylabel value to upper ylabel value. ,Line trends roughly increasing at a very slightly increasing rate from low ylabel value to upper ylabel value. ,Line trends roughly increasing at a very slightly increasing rate from low ylabel value to upper ylabel value. ,Line trends roughly increasing at a very slightly increasing rate from low ylabel value to upper ylabel value. ,,"All lines trend roughly the same with line 4 trending below line 1, which trends just below line 2, which trends below line 3."
1909.03242v2-Figure1-1.png,1,Line decreases rapidly initially and then is constant on the ylabel at _value_,,,,,Line 1 forms an l shaped curve
1103.2303v3-Figure6-1.png,3,Line trends increasing at a decreasing rate. ,Line trends increasing at a decreasing rate. ,Line trends increasing at an increasing then decreasing rate. ,,,"Line 1 trends before line 2 at xlabel and ends at top ylabel value when it runs into line 2, line trends earlier at xlabel then line 3 and ends at top ylabel when it runs into line 3."
1511.07907v2-Figure13-1.png,2,Line trends increasing at a constant rate in the middle xlabel and ylabel range. ,Line trends increasing at a constant rate in the middle xlabel and ylabel range. ,,,,Line 2 trends with a much steeper slope than line 1. Line 1 and 2 intersect at the middle xlabel value and the middle ylabel value. 
1511.07570v1-Figure10-1.png,2,Line trends horizontally then decreases at an increasing rate. ,"Line trends decreasing at a constant rate, then very briefly decreases at an increasing, then decreasing rate, then decreases at a constant rate, then decreases at an increasing rate. ",,,,"Line 1 and line 2 both begin near the top ylabel value, then line 2 trends below line 1 until they meet and trend overlapping decreasing at an increasing rate ending near bottom ylabel value. "
1512.08836v2-Figure2-1.png,5,Line decreases at a decreasing rate. ,Line trends roughly horizontal at bottom ylabel value. ,"Line trends roughly decreasing at a decreasing rate, with noise after the mid xlabel value. ","Line trends beginning after the mid xlabel value from the top ylabel value roughly decreasing at a decreasing rate, with noise to just below the top ylabel value. ",Line trends roughly decreasing at a decreasing rate overall in a stair step down pattern decreasing in height and increasing in length as xlabel increases. ,"Line 5 and line 1 begin at xlabel after line 3, and before line 4. Line 1 and line 5 end overlapping line 2, just below line 3. "
1605.03035v1-Figure4-1.png,3,Line trends increasing at a decreasing rate very gradually ,Line trends increasing at a decreasing rate very gradually ,"Line trends increasing at a decreasing rate very gradually, then at the middle xlabel value decreases at decreasing rate, then increases at an increasing rate, then returns to increasing at a decreasing rate. ",,,"Line 2 and line 3 begin overlapping then they separate with line 2 being above line 3 and they become further apart as they increase the xlabel, but by a very small margin. Line 1 trends above line 2."
1605.04966v1-Figure13-1.png,2,Line ylabel very gradual decreases at a decreasing rate. ,"Line ylabel trends horizontal, then increases at a constant rate, then increases at a constant rate, then decreases at a roughly constant rate.",,,,Line 1 trends near bottom ylabel value. Line 2 has a global maximum ylabel value _value_. 
1604.03426v1-Figure5-1.png,4,"Line trends decreasing at a decreasing rate, then plateaus horizontal. ","Line trends decreasing at a decreasing rate, then plateaus horizontal. ","Line trends decreases at a constant rate, then decreasing at a decreasing rate, then plateaus horizontal. ","Line trends very briefly decreasing at a decreasing rate, then plateaus horizontal. ",,"Line 4 trends near bottom ylabel value below line 2. Line 3 begins ylabel above line 1 then decreases at trends horizontal below it, and above line 2 on the ylabel. "
1512.00137v1-Figure8-1.png,4,"Line ylabel increases at a constant rate, then decreases at a very slight decreasing rate.","Line increases at a constant rate then decreases at an increasing rate, then decreases at a decreasing rate.","Line increases at a constant rate then decreases at an increasing rate, then decreases at a decreasing rate.","Line ylabel increases at a constant rate, then very gradually increases at a decreasing rate, then decreases at an increasing rate ",,Line 1 trends at ylabel above line 2. Line 2 trends at ylabel above line 3. Line 3 trends at ylabel above line 4.
1512.01767v2-Figure12-1.png,4,"Line ylabel briefly increases at a constant rate, then trends horizontal. ","Line ylabel increases at a constant rate, then trends horizontal. ",Line ylabel increases at a decreasing rate. ,Line ylabel increases at a decreasing rate. ,,Line 3 and line 4 trend overlapping and stay above line 2 at ylabel values. Line 2 stays above line 1 at ylabel values. 
